mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_preprocess__text__max_features,param_preprocess__text__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7.359697341918945,0.11778392498067805,1.023085355758667,0.016177353752057384,1.0,16000,"(1, 2)","{'model__C': 1.0, 'preprocess__text__max_features': 16000, 'preprocess__text__ngram_range': (1, 2)}",0.7536658940073272,0.7465649066687148,0.7514483808439283,0.7505597271733234,0.002966286601739971,23
3.2849109967549643,0.21556828740961276,0.45740461349487305,0.008151880876294775,1.0,20000,"(1, 1)","{'model__C': 1.0, 'preprocess__text__max_features': 20000, 'preprocess__text__ngram_range': (1, 1)}",0.7592604625976886,0.7473248464751187,0.7513242585815993,0.752636522551469,0.004960259442226888,3
7.58842396736145,0.23366821936717155,1.0557119846343994,0.02048828696425508,1.0,20000,"(1, 2)","{'model__C': 1.0, 'preprocess__text__max_features': 20000, 'preprocess__text__ngram_range': (1, 2)}",0.755077855809702,0.7463994761381206,0.7508166160184827,0.7507646493221017,0.00354312421780352,18
3.5914666652679443,0.22706142464219445,0.43224366505940753,0.030495321308871528,1.0,24000,"(1, 1)","{'model__C': 1.0, 'preprocess__text__max_features': 24000, 'preprocess__text__ngram_range': (1, 1)}",0.7581136066920623,0.7479849785832048,0.7503062751163476,0.7521349534638716,0.0043324608262058015,6
8.09070340792338,0.16590668370947625,1.0174100399017334,0.018090385513235302,1.0,24000,"(1, 2)","{'model__C': 1.0, 'preprocess__text__max_features': 24000, 'preprocess__text__ngram_range': (1, 2)}",0.7551059166794137,0.7456388335626419,0.7517614955635527,0.750835415268536,0.00392000290982714,16
2.81355873743693,0.1338178679297449,0.4451746145884196,0.0127608422505646,1.2,12000,"(1, 1)","{'model__C': 1.2, 'preprocess__text__max_features': 12000, 'preprocess__text__ngram_range': (1, 1)}",0.76079592230328,0.7438581695232684,0.748853330391391,0.7511691407393132,0.007106058470763028,12
7.212542295455933,0.13805815729159107,1.0008524258931477,0.071255673409813,1.2,12000,"(1, 2)","{'model__C': 1.2, 'preprocess__text__max_features': 12000, 'preprocess__text__ngram_range': (1, 2)}",0.7516380251454595,0.7457748546132248,0.7469676871798858,0.7481268556461901,0.0025300784997666225,37
3.473914384841919,0.17095216781116648,0.4463348388671875,0.02145285243459736,1.2,16000,"(1, 1)","{'model__C': 1.2, 'preprocess__text__max_features': 16000, 'preprocess__text__ngram_range': (1, 1)}",0.7611615350891696,0.7472806493296343,0.7493985744372543,0.7526135862853528,0.006105842734893483,4
7.519021272659302,0.020448823370977885,1.065097411473592,0.04109950405694228,1.2,16000,"(1, 2)","{'model__C': 1.2, 'preprocess__text__max_features': 16000, 'preprocess__text__ngram_range': (1, 2)}",0.752712084413797,0.7473358117093978,0.7513422626721475,0.750463386265114,0.002281139313610201,27
3.5808231830596924,0.19918981375224515,0.44473838806152344,0.05344221617809629,1.2,20000,"(1, 1)","{'model__C': 1.2, 'preprocess__text__max_features': 20000, 'preprocess__text__ngram_range': (1, 1)}",0.7607360438797452,0.7479296187684825,0.7500049387623277,0.7528902004701852,0.005612170250132991,1
